,Movie Title,Genre,tconst,Runtime (min),IMDB Rating,Worldwide Box Office (USD),Domestic Box Office (USD),budget
1685,Everybody Loves Somebody,"Comedy, Romance",tt5537228,102.0,6.5,6481798,1910685,2000000
1686,Shin Godzilla,"Action, Adventure, Drama",tt4262980,120.0,6.7,77947607,1908028,15000000
1687,Only Lovers Left Alive,"Comedy, Drama, Fantasy",tt1714915,123.0,7.3,7609187,1879534,7000000
1688,Racetime,"Animation, Adventure, Musical",tt8925540,89.0,5.6,3439053,1874783,3000000
1689,Cake,Drama,tt3442006,102.0,6.4,2360281,1873547,7000000
1690,Legend,"Biography, Crime, Drama",tt3555036,168.0,6.5,42972994,1872994,0
1691,A Quiet Passion,"Biography, Drama",tt2392830,125.0,6.5,4159246,1864266,8138338
1692,Toilet: A Love Story,"Comedy, Drama",tt5785170,155.0,7.3,17567417,1830715,3700000
1693,Crooked Arrows,"Drama, Sport",tt1954352,105.0,6.0,1832541,1830475,13000000
1694,Desierto,"Drama, Thriller",tt3147312,88.0,6.0,4924990,1828933,0
1695,The White Crow,"Biography, Drama",tt5460858,127.0,6.5,7622595,1828784,0
1696,Pope Francis: A Man of His Word,"Documentary, Biography",tt6915100,96.0,5.9,8608385,1823465,0
1697,Testament of Youth,"Biography, Drama, History",tt1441953,129.0,7.3,5874883,1822030,0
1698,Tusk,"Comedy, Drama, Horror",tt3099498,102.0,5.3,1882074,1821983,2800000
1699,Clouds of Sils Maria,Drama,tt2452254,124.0,6.7,4728401,1811138,6600000
1700,Free Fire,"Action, Comedy, Crime",tt4158096,91.0,6.4,3719383,1798472,7000000
1701,Stone,"Drama, Thriller",tt1423995,105.0,5.4,10300416,1796024,22000000
1702,M.S. Dhoni: The Untold Story,"Biography, Drama, Sport",tt4169250,184.0,7.7,28903047,1782795,0
1703,The Last Word,"Comedy, Drama",tt5023260,108.0,6.6,2982004,1782667,0
1704,Luce,"Drama, Mystery",tt7616148,109.0,7.3,2268204,1782181,0
1705,Somewhere,"Comedy, Drama",tt1421051,97.0,6.3,14788642,1768416,8000000
1706,A Better Life,"Drama, Romance",tt1554091,98.0,7.2,1863506,1759252,10000000
1707,Flipped,"Comedy, Drama, Romance",tt0817177,90.0,7.7,1755212,1752214,14000000
1708,We Need to Talk About Kevin,"Drama, Mystery, Thriller",tt1242460,112.0,7.5,9232318,1738692,7000000
1709,Goodbye Christopher Robin,"Biography, Drama",tt1653665,107.0,7.1,7401949,1735251,0
1710,Take Shelter,"Drama, Horror, Thriller",tt1675192,121.0,7.4,3741098,1729969,5000000
1711,Jane,"Documentary, Biography",tt7207238,90.0,7.8,1921221,1723379,0
1712,Billy Lynn's Long Halftime Walk,"Action, Drama, Sport",tt2513074,113.0,6.3,30930984,1721524,40000000
1713,The Attack,"Drama, Mystery, War",tt0787442,102.0,7.1,2139516,1714710,0
1714,The Vatican Tapes,"Horror, Thriller",tt1524575,91.0,5.0,13015764,1712111,13000000
1715,Menashe,Drama,tt6333086,82.0,6.5,1962265,1703036,0
1716,Stoker,"Drama, Thriller",tt1682180,99.0,6.8,12077441,1702277,12000000
1717,Unfinished Song,"Comedy, Drama, Music",tt1047011,90.0,7.0,9166865,1697294,0
1718,Meet the Patels,"Documentary, Comedy, Romance",tt2378401,88.0,7.1,1700681,1691439,0
1719,Race 3,"Action, Thriller",tt7431594,160.0,2.1,6817391,1690861,0
1720,Slamma Jamma,"Drama, Sport",tt5319866,104.0,6.2,1687000,1687000,0
1721,English Vinglish,"Comedy, Drama, Family",tt2181931,134.0,7.9,3064818,1670773,2840000
1722,Tim's Vermeer,"Documentary, History",tt3089388,80.0,7.9,1686917,1662566,0
1723,The Comedian,"Comedy, Drama",tt1656194,79.0,5.5,1659002,1658706,0
1724,The Little Hours,"Comedy, Romance",tt5666304,90.0,5.8,1647175,1647175,0
1725,The Letters,Drama,tt1445208,114.0,6.1,1647416,1646574,0
1726,I Saw the Light,"Biography, Drama, Music",tt1490785,123.0,5.8,1767963,1646468,13000000
1727,Wild Rose,"Comedy, Drama, Music",tt5117428,100.0,7.5,7123449,1635117,0
1728,A Private War,"Biography, Drama, War",tt2368254,110.0,6.7,3915207,1633208,0
1729,Jolly LLB 2,"Comedy, Drama",tt5982852,137.0,7.3,24214186,1632440,4480000
1730,Bhaag Milkha Bhaag,"Biography, Drama, Sport",tt2356180,186.0,8.2,2325917,1626289,4600000
1731,Potiche,Comedy,tt1521848,103.0,6.4,32309881,1618844,0
1732,The Aftermath,"Drama, Romance, War",tt5977276,108.0,6.3,9215591,1618497,0
1733,Senna,"Documentary, Biography, Sport",tt1424432,106.0,8.6,10197661,1612430,0
1734,Weiner,Documentary,tt5278596,96.0,7.6,1715955,1612203,0
1735,Equity,Drama,tt3958780,100.0,5.5,1672306,1604101,0
1736,Kites,"Action, Drama, Romance",tt1198101,123.0,6.1,2924751,1602466,0
1737,Stories We Tell,Documentary,tt2366450,108.0,7.6,2641053,1599038,0
1738,A Ghost Story,"Drama, Fantasy, Romance",tt6265828,92.0,6.8,1951683,1596371,100000
1739,The Stray,"Drama, Family",tt2317263,88.0,5.2,1579440,1579440,0
1740,Race 2,"Action, Crime, Thriller",tt1375789,150.0,5.3,3164441,1578996,0
1741,Red Joan,"Biography, Drama, History",tt7615302,101.0,6.3,10647493,1578985,0
1742,Your Sister's Sister,"Comedy, Drama",tt1742336,90.0,6.7,3242802,1573712,125000
1743,I Am,Documentary,tt1497617,89.0,3.5,1591034,1571355,0
1744,Extreme Job,"Action, Comedy, Crime",tt9541602,111.0,7.2,119932733,1563508,8120000
1745,A Late Quartet,"Drama, Music",tt1226240,105.0,7.1,6303709,1561577,0
1746,"Bless Me, Ultima","Biography, Drama, History",tt1390398,106.0,6.4,1561962,1553826,0
1747,A Boy Called Po,"Drama, Fantasy",tt1401621,95.0,6.9,4550,1550000,0
1748,A Royal Affair,"Biography, Drama, History",tt1276419,137.0,7.6,14758997,1546761,8000000
1749,Operation Red Sea,"Action, Drama, Thriller",tt6878882,142.0,6.7,579330426,1543547,70000000
1750,Fed Up,Documentary,tt2381335,92.0,7.7,1546229,1538899,0
1751,Neerja,"Biography, Drama, Thriller",tt5286444,122.0,7.7,17618280,1535234,2900000
1752,Destroyer,"Action, Crime, Drama",tt7137380,121.0,6.2,5580940,1533324,9000000
1753,Delhi Belly,"Action, Comedy, Crime",tt1934231,103.0,7.6,16706074,1531757,4090000
1754,A Taxi Driver,"Action, Drama, History",tt6878038,137.0,7.8,86252940,1527829,12820000
1755,Kon-Tiki,"Adventure, Biography, Drama",tt1613750,118.0,7.2,22842887,1517410,16600000
1756,Finding Vivian Maier,"Documentary, Biography, Mystery",tt2714900,83.0,7.7,2384584,1514782,0
1757,Jane Got a Gun,"Action, Drama, Western",tt2140037,98.0,5.9,3067531,1512815,25000000
1758,The Kid,"Biography, Drama, Western",tt1371160,111.0,6.9,1553483,1508593,0
1759,The Tale of The Princess Kaguya,"Animation, Adventure, Drama",tt2576852,137.0,8.0,24366656,1506975,49300000
1760,Housefull 2,"Action, Comedy, Musical",tt1980986,145.0,5.4,4035090,1503059,0
1761,The Square,"Comedy, Drama",tt2486682,108.0,8.1,9493791,1502347,0
1762,How to Make Money Selling Drugs,"Documentary, Crime",tt1276962,96.0,7.7,39192,1500000,0
1763,Priceless,"Crime, Drama, Romance",tt4978274,97.0,6.1,1499605,1499605,0
1764,Julieta,"Drama, Mystery, Romance",tt4326444,99.0,7.1,22468044,1489848,1490000
1765,Toni Erdmann,"Comedy, Drama",tt4048272,162.0,7.4,11784207,1478960,10000000
1766,The Diary of a Teenage Girl,"Comedy, Drama, Romance",tt3172532,102.0,6.9,1775133,1477002,2000000
1767,Thugs of Hindostan,"Action, Adventure",tt5970844,164.0,4.0,14341431,1449848,0
1768,After the Wedding,Drama,tt2382622,88.0,4.5,2815960,1448643,0
1769,Genesis: Paradise Lost,Documentary,tt7522002,130.0,5.8,1575000,1443926,0
1770,"Don't Worry, He Won't Get Far on Foot","Biography, Comedy, Drama",tt6288124,114.0,6.9,4241656,1441705,0
1771,"Two Days, One Night",Drama,tt2737050,95.0,7.3,9016922,1436243,7000000
1772,The Art of Getting By,"Drama, Romance",tt1645080,83.0,6.6,1892130,1429260,0
1773,Infinitely Polar Bear,"Comedy, Drama, Romance",tt1969062,90.0,7.0,1824678,1428647,6700000
1774,Finding Your Feet,"Comedy, Drama, Music",tt4538916,111.0,6.7,15845593,1418682,7154497
1775,Marley,"Documentary, Biography, Music",tt1183919,144.0,8.0,3842919,1413480,0
1776,99 Homes,Drama,tt2891174,112.0,7.1,1828232,1410915,8000000
1777,Wonder Wheel,Drama,tt5825380,101.0,6.2,15889124,1403237,25000000
1778,The Wedding Plan,"Comedy, Romance",tt5991206,110.0,6.5,1542345,1398498,0
1779,Dear Zindagi,"Drama, Romance",tt5946128,151.0,7.6,3199581,1397133,4300000
1780,El Chicano,Drama,tt7374952,108.0,5.7,1404646,1394555,0
1781,Saving Private Perez,"Adventure, Comedy, Western",tt0461336,105.0,6.0,9330465,1391770,0
1782,The Kid with a Bike,Drama,tt1827512,87.0,7.4,7011798,1384749,0
1783,Andhadhun,"Crime, Thriller",tt8108198,139.0,8.5,49391206,1373943,4500000
1784,I'm So Excited!,Comedy,tt2243389,90.0,5.6,21245677,1367846,5000000
1785,Bodyguard,Comedy,tt1585558,152.0,6.7,4690492,1361790,0
1786,Locke,Drama,tt2692904,85.0,7.1,5090608,1361423,2000000
1787,Gimme Shelter,Drama,tt1657510,101.0,6.5,1362018,1359563,7500000
1788,Force Majeure,"Comedy, Drama",tt2121382,120.0,7.3,4094339,1358561,0
1789,Genius,"Biography, Drama",tt1703957,104.0,6.6,7435006,1358018,0
1790,Fan,"Action, Drama, Thriller",tt3365888,90.0,5.8,28240000,1357212,0
1791,The Devil's Double,"Biography, Drama, Thriller",tt1270262,109.0,7.1,5728213,1357042,19100000
1792,My Friend Dahmer,"Biography, Drama",tt2291540,107.0,6.3,1436751,1355664,0
1793,The Cokeville Miracle,"Drama, Family, History",tt3877296,94.0,5.1,1348456,1348625,0
1794,Snow Flower and the Secret Fan,"Drama, History",tt1541995,104.0,6.1,11348205,1348205,134005
1795,Wadjda,"Comedy, Drama",tt2258858,98.0,7.5,6499169,1347578,0
1796,The Salt of the Earth,"Documentary, Biography, History",tt3674140,110.0,8.4,5412189,1343349,0
1797,102 Not Out,"Comedy, Drama",tt6580564,102.0,7.5,16758596,1339909,0
1798,Certified Copy,"Drama, Romance",tt1020773,106.0,7.3,7736632,1337384,0
1799,The Neon Demon,"Horror, Thriller",tt1974419,117.0,6.2,3377430,1333124,7000000
1800,Restrepo,"Documentary, Biography, War",tt1559549,93.0,7.5,1436391,1330894,0
1801,Embrace of the Serpent,"Adventure, Drama",tt4285496,125.0,7.9,3217176,1329249,1400000
1802,Chasing Ice,"Documentary, Biography",tt1579361,75.0,7.8,1358668,1328467,0
1803,The Bookshop,Drama,tt3127022,113.0,6.5,12055868,1328001,3582070
1804,The Ultimate Life,"Drama, Romance",tt1778924,105.0,5.9,1327841,1326059,0
1805,The Dinner,"Crime, Drama, Thriller",tt2352230,88.0,6.0,2544921,1322839,0
1806,Baaghi 2,"Action, Thriller",tt6843812,137.0,5.0,33139063,1319579,0
1807,Another Earth,"Drama, Romance, Sci-Fi",tt1549572,92.0,7.0,1938783,1316074,100000
1808,Iris,"Documentary, Biography, History",tt1606618,85.0,5.8,1620708,1310229,0
1809,Personal Shopper,"Drama, Mystery, Thriller",tt4714782,105.0,6.1,2840408,1305195,6000000
1810,Never Look Away,"Biography, Drama, Romance",tt5311542,189.0,7.7,5160654,1304042,0
1811,Lost in Hong Kong,"Action, Adventure, Comedy",tt4242158,114.0,5.4,256283912,1302281,0
1812,The Wolfpack,"Documentary, Biography",tt2415458,90.0,7.0,1414140,1301696,0
1813,The Kings of Summer,"Adventure, Comedy, Drama",tt2179116,95.0,7.2,1501595,1290312,0
1814,Churchill,"Biography, Drama, History",tt2674454,105.0,6.3,6724365,1281258,10000000
1815,'71,"Action, Crime, Drama",tt2614684,99.0,7.2,3062178,1268760,11000000
1816,McQueen,"Documentary, Biography",tt6510332,111.0,7.9,2739246,1257275,0
1817,The Seagull,"Comedy, Drama, Romance",tt4682136,98.0,5.7,1820461,1252960,0
1818,An Interview with God,"Drama, Mystery",tt5779372,97.0,5.7,2251795,1251044,0
1819,Mohenjo Daro,"Action, Adventure, Drama",tt3859980,155.0,5.8,1630231,1250765,17000000
1820,"For a Good Time, Call...",Comedy,tt1996264,85.0,6.0,1386088,1243961,850000
1821,3 idiotas,"Comedy, Family",tt3685624,106.0,4.2,7738470,1239307,0
1822,Take This Waltz,"Comedy, Drama",tt1592281,116.0,6.6,4965950,1237514,0
1823,The Sense of an Ending,"Drama, Mystery",tt4827986,108.0,6.3,5081495,1235432,0
1824,The Invisible Woman,"Biography, Drama, History",tt1700845,111.0,6.2,3986888,1234254,0
1825,Singham Returns,"Action, Drama",tt2309764,142.0,5.7,1974745,1231550,0
1826,Beyond the Mask,"Action, Adventure, Drama",tt2433040,103.0,5.0,1236094,1231025,0
1827,Steve McQueen: American Icon,"Documentary, Biography",tt7424358,120.0,7.3,1229782,1229782,0
1828,High Life,"Adventure, Drama, Horror",tt4827558,113.0,6.0,2133033,1225852,8933400
1829,Mandy,"Action, Fantasy, Horror",tt4995858,113.0,4.1,1335484,1214525,0
1830,Beautifully Broken,Drama,tt5645932,108.0,5.6,1271572,1207813,0
1831,Child 44,"Crime, Drama, History",tt1014763,137.0,6.5,12951093,1206135,50000000
1832,Inequality for All,Documentary,tt2215151,89.0,8.1,1205273,1205079,0
1833,The Women's Balcony,"Comedy, Drama",tt5974460,96.0,6.6,1272517,1200885,0
1834,All Is True,"Biography, Drama, History",tt9206798,101.0,5.9,3019143,1200481,0
1835,"Beats, Rhymes & Life: The Travels of A Tribe Called Quest","Documentary, Music",tt1613023,97.0,7.7,1200326,1200046,0
1836,33 & Beyond: The Royal Art of Freemasonry,Documentary,tt5265492,90.0,8.8,16533,1200000,0
1837,As Good as Dead,"Crime, Thriller",tt1294136,100.0,5.2,55618,1200000,0
1838,Kill the Irishman,"Biography, Crime, Drama",tt1416801,106.0,7.1,1188194,1187711,0
1839,Dylan Dog: Dead of Night,"Action, Comedy, Crime",tt1013860,107.0,5.1,5782515,1183354,20000000
1840,Ek Ladki Ko Dekha Toh Aisa Laga,"Comedy, Drama, Romance",tt8108164,120.0,5.5,3531837,1182636,0
1841,Repentance,"Drama, Horror, Thriller",tt2012665,90.0,4.8,1194961,1179327,5000000
1842,Persecuted,"Action, Drama, Mystery",tt1761005,91.0,3.6,1558836,1175045,0
1843,Black Sea,"Adventure, Drama, Thriller",tt2261331,114.0,6.4,3758103,1171559,0
1844,The Remaining,"Drama, Horror, Mystery",tt2714380,88.0,4.3,2297261,1169603,0
1845,Goodnight Mommy,"Horror, Mystery, Thriller",tt3086442,99.0,6.7,2193474,1168902,0
1846,Housefull,Comedy,tt1573072,144.0,5.5,2340550,1165104,0
1847,The Lords of Salem,"Horror, Thriller",tt1731697,101.0,5.1,1544989,1163508,1500000
1848,Lean on Pete,Drama,tt5340300,121.0,7.2,2443584,1163056,8000000
1849,Miss You Already,"Comedy, Drama, Romance",tt2245003,112.0,6.8,7573997,1162653,0
1850,Romeo & Juliet,"Drama, Romance",tt1645131,113.0,5.8,2966268,1161089,0
1851,The Other Son,Drama,tt2073016,105.0,7.4,3820405,1160773,0
1852,The Trip to Spain,"Comedy, Drama",tt6193424,108.0,6.6,1988841,1157604,0
1853,Housefull 3,"Action, Comedy",tt4559046,140.0,5.2,1944262,1157163,0
1854,Still Mine,Drama,tt2073086,102.0,7.4,1552730,1154466,0
1855,Ek Main Aur Ekk Tu,"Comedy, Drama, Romance",tt1703958,110.0,5.8,2293823,1153360,0
1856,Lazer Team,"Action, Comedy, Sci-Fi",tt3864024,102.0,5.6,1406538,1149878,2480421
1857,Step,Documentary,tt5758404,84.0,6.8,1152839,1146292,0
1858,Dough,"Comedy, Drama",tt1517471,94.0,6.2,1647429,1142315,0
1859,Lady Macbeth,"Drama, Romance",tt4291600,89.0,6.8,5401447,1129408,0
1860,The Deep Blue Sea,"Drama, Romance",tt1700844,98.0,6.3,3115609,1124786,0
1861,Kai po che!,"Drama, Sport",tt2213054,120.0,7.6,1435272,1122527,0
1862,Hector and the Search for Happiness,"Adventure, Comedy, Drama",tt1626146,120.0,7.0,6337728,1121961,0
1863,The Whistleblower,"Biography, Crime, Drama",tt0896872,112.0,7.2,1870392,1120914,0
1864,Papa Hemingway in Cuba,"Biography, Drama",tt2749282,110.0,6.2,1117399,1115516,0
1865,The Rover,"Action, Crime, Drama",tt2345737,103.0,6.4,2510007,1109199,12250000
1866,Macbeth,"Drama, History, War",tt1843204,170.0,6.7,16322067,1108247,0
1867,Viceroy's House,"Biography, Drama, History",tt4977530,106.0,6.7,11868221,1105717,0
1868,Red State,"Action, Crime, Horror",tt0873886,88.0,6.2,1874460,1104682,4000000
1869,The Insanity of God,Documentary,tt4273630,,8.1,1102525,1100000,0
1870,First Position,Documentary,tt2008513,95.0,7.6,1730824,1100000,0
1871,Where Hope Grows,"Drama, Family",tt3200980,95.0,6.6,1159072,1098544,0
1872,Made in Dagenham,"Biography, Comedy, Drama",tt1371155,113.0,7.2,12629471,1094798,7200000
1873,Leviathan,"Crime, Drama",tt2332522,87.0,6.6,4439481,1092800,0
1874,Leviathan,"Crime, Drama",tt2332522,87.0,6.6,4439481,1092800,0
1875,Rustom,"Crime, Drama, Thriller",tt5165344,148.0,7.1,1658594,1087419,1000000
1876,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,"Adventure, Comedy",tt2113681,114.0,7.1,51167572,1083762,9250000
1877,Woman Thou Art Loosed: On the 7th Day,Drama,tt1996346,101.0,5.0,1213128,1082299,0
1878,The Dawn Wall,"Documentary, Biography, Sport",tt7286916,100.0,8.1,112191,1082223,0
1879,Tees Maar Khan,"Comedy, Crime",tt1572311,135.0,2.6,2454414,1076266,0
1880,Timbuktu,"Drama, War",tt3409392,97.0,7.2,7179391,1076075,0
1881,Page One: Inside the New York Times,Documentary,tt1787777,92.0,6.9,1077982,1067028,0
1882,Desi Boyz,"Comedy, Drama",tt1985981,122.0,5.9,2355293,1066167,0
1883,There Be Dragons,"Biography, Drama, War",tt1316616,122.0,5.8,4372642,1065439,0
1884,What Maisie Knew,Drama,tt1932767,99.0,7.5,2711379,1065000,6000000
1885,The Oogieloves in the Big Balloon Adventure,"Adventure, Family, Fantasy",tt1520498,88.0,6.0,1065907,1064277,0
1886,The Innocents,"Drama, History",tt4370784,115.0,7.3,7400324,1063893,0
1887,50 to 1,Drama,tt1777595,110.0,6.6,1064454,1063723,10000000
1888,Thanks for Sharing,"Comedy, Drama, Romance",tt1932718,112.0,6.4,3499442,1059239,0
1889,Animal Kingdom,"Crime, Drama",tt1313092,113.0,7.3,7208231,1044039,5000000
1890,Luka Chuppi,"Comedy, Romance",tt8908002,126.0,6.4,1923586,1042905,0
1891,In Darkness,"Drama, War",tt1417075,145.0,7.3,9661759,1041455,0
1892,Casino Jack,"Biography, Comedy, Crime",tt1194417,108.0,6.2,1209709,1039869,12500000
1893,The Souvenir,"Drama, Mystery, Romance",tt6920356,120.0,7.0,1719157,1036737,0
1894,Wonderstruck,Drama,tt5208216,116.0,6.2,3285916,1033632,0
1895,Certain Women,"Comedy, History",tt4468634,107.0,6.3,1526698,1032942,2000000
1896,Elvis & Nixon,"Biography, Drama, Romance",tt2093991,86.0,6.4,1798432,1031598,0
1897,Kill Your Darlings,Drama,tt1311071,104.0,6.5,1877924,1029949,1030064
1898,Wildlife,"Drama, Mystery, Thriller",tt2245970,115.0,6.8,3321367,1028993,0
1899,Buried,Documentary,tt1462758,95.0,7.0,19439764,1028658,1987650
1900,Cocktail,"Biography, Drama, Romance",tt1821373,111.0,7.2,2724695,1027121,0
1901,Film Stars Don't Die in Liverpool,"Action, Adventure, Comedy",tt5711148,105.0,6.7,4047917,1026124,10000000
1902,Attack the Block,"Action, Drama, History",tt1478964,88.0,6.7,6206022,1024175,14350531
1903,Battle for Incheon: Operation Chromite,"Crime, Mystery, Thriller",tt4939066,111.0,6.2,2749918,1022720,12700000
1904,Money,"Drama, Romance",tt2935516,90.0,6.7,155732,1021960,0
1905,Money,"Drama, Romance",tt2935516,90.0,6.7,155732,1021960,0
1906,Third Person,Drama,tt2343793,137.0,6.4,2624761,1019038,28000000
1907,Guzaarish,Documentary,tt1438298,126.0,7.5,2043580,1017335,0
1908,Awake: The Life of Yogananda,Drama,tt3741860,87.0,7.3,1891918,1017328,0
1909,Columbus,"Comedy, Drama, Romance",tt5203734,127.0,7.3,1093077,1017107,0
1910,The Hollars,"Animation, Adventure, Drama",tt3714720,88.0,6.6,1138609,1016872,3800000
1911,Yu-Gi-Oh!: The Dark Side of Dimensions,Comedy,tt4273562,130.0,7.1,7445186,1015339,0
1912,Stalingrad,"Action, Comedy, Fantasy",tt1966566,131.0,5.6,68316452,1013945,30000000
1913,5 Flights Up,Drama,tt2933544,88.0,6.2,3679847,1013061,6000000
1914,Short Term 12,"Action, Crime, Drama",tt2370248,96.0,8.0,1645164,1010414,0
1915,The Song,"Comedy, Romance",tt2517044,116.0,6.0,1009620,1009620,0
1916,Big Stone Gap,"Drama, Romance",tt3254796,103.0,5.6,1012804,1009301,0
1917,In a Better World,"Comedy, Drama, Romance",tt1340107,118.0,7.6,13004504,1008098,15000000
1918,Damsels in Distress,"Drama, Mystery, Thriller",tt1667307,99.0,5.7,1314358,1007535,0
1919,Enemy,Drama,tt2316411,91.0,6.9,3468224,1007088,0
1920,1945,"Biography, Crime, Drama",tt5815492,91.0,7.2,1240663,1006193,1669597
1921,Unconditional,Drama,tt1758610,92.0,7.2,1034448,1005800,2000000
1922,Ginger & Rosa,"Documentary, Biography",tt2115295,90.0,6.3,1674776,1005700,0
1923,Diana Vreeland: The Eye Has to Travel,"Biography, Drama",tt2053352,86.0,7.5,1721472,1004821,0
1924,Nothing to Lose,"Animation, Drama, Family",tt6910020,134.0,6.6,36075317,1003497,0
1925,From Up on Poppy Hill,"Documentary, Biography, Music",tt1798188,91.0,7.5,61459425,1002895,22000000
1926,Marianne & Leonard: Words of Love,"Crime, Drama, Thriller",tt9358196,102.0,7.6,3260620,1002360,0
1927,The Insult,"Music, News, Reality-TV",tt7048622,113.0,7.7,3601603,1001305,3000000
1928,Little Italy,Drama,tt6957966,102.0,5.7,1362536,990230,0
1929,Faith of Our Fathers,"Drama, Music, Musical",tt1322393,96.0,3.6,1004105,986472,0
1930,Rockstar,"Drama, Western",tt1839596,159.0,7.7,1651601,985912,10920000
1931,Meek's Cutoff,Drama,tt1518812,104.0,6.6,1205257,977600,0
1932,The Beaver,"Crime, Drama",tt1321860,91.0,6.7,7294800,970816,21000000
1933,Rampart,"Drama, Romance, War",tt1640548,108.0,5.8,1543613,969239,12000000
1934,Lore,"Comedy, Drama, War",tt1996310,109.0,7.1,2362019,968879,0
1935,Last Flag Flying,"Action, Comedy, Drama",tt6018306,125.0,6.9,1872950,965481,0
1936,Lucky,Documentary,tt1159712,87.0,6.8,2728446,955925,0
1937,Faces Places,"Action, Crime",tt5598102,94.0,7.9,3998450,953717,0
1938,Landline,"Comedy, Drama",tt5737862,97.0,6.4,940854,940854,0
1939,Dark Horse,"Biography, Crime, Drama",tt1690455,86.0,5.9,90136,940430,0
1940,Neruda,"Drama, War",tt3571882,100.0,5.1,3884746,938875,0
1941,Tubelight,"Drama, Horror",tt5882970,136.0,4.1,4650456,930058,0
1942,The Babadook,"Comedy, Drama, Fantasy",tt2321549,94.0,6.8,10312540,924279,2000000
1943,Masquerade,"Animation, Family, Fantasy",tt2290840,131.0,7.8,94268432,922600,0
1944,The Red Turtle,"Action, Comedy",tt3666024,80.0,7.5,6591789,920057,0
1945,Singh Is Bliing,Documentary,tt3696192,141.0,5.3,20224851,919095,0
1946,Sholem Aleichem: Laughing in the Darkness,Drama,tt1976608,93.0,6.8,906666,906666,500000
1947,The Miseducation of Cameron Post,"Action, Crime, Drama",tt6257174,91.0,6.6,1451729,904703,900000
1948,Haider,"Drama, Romance",tt3390572,160.0,8.1,1404307,901610,7000000
1949,Kedarnath,"Comedy, Drama",tt7027278,116.0,6.0,1538846,901131,0
1950,The Imposter,"Documentary, Biography, History",tt1966604,99.0,7.5,3001877,892409,0
1951,Justin Bieber's Believe,"Drama, History, Romance",tt3165608,92.0,1.8,10980157,884857,0
1952,Frantz,"Adventure, Comedy, Family",tt5029608,113.0,7.5,7478354,880474,0
1953,Journey to the West: The Demons Strike Back,Documentary,tt5273624,109.0,5.4,247585244,880346,63300000
1954,Toni Morrison: The Pieces I Am,Drama,tt9358206,119.0,7.1,927495,879306,0
1955,The Cakemaker,Documentary,tt4830786,113.0,7.2,1287568,875751,0
1956,Between Me and My Mind,"Drama, Romance",tt10026172,,8.8,875191,875191,0
1957,Raanjhanaa,"Documentary, Biography",tt2359810,140.0,7.6,1171761,875051,6400000
1958,The Wildest Dream,Documentary,tt1509276,94.0,7.3,898137,873594,0
1959,Particle Fever,Documentary,tt1385956,99.0,7.4,869838,869838,0
1960,Let the Sunshine In,Horror,tt6423776,94.0,6.0,4192590,866714,0
1961,Song of the Sea,Musical,tt1865505,93.0,8.1,4190670,857524,0
1962,Strangers,"Documentary, Drama, Family",tt6096894,106.0,5.7,1615888,854757,0
1963,Generation Iron,"Comedy, Drama, Romance",tt2205904,106.0,7.1,901649,849521,0
1964,I Hate Luv Storys,"Adventure, Comedy, Drama",tt1667838,129.0,5.7,15719212,847993,4400000
1965,Mustang,Comedy,tt3966404,97.0,7.6,5274664,845464,1300000
1966,Like Arrows,Drama,tt6495388,100.0,6.2,928265,843885,0
1967,Atlas Shrugged: Who Is John Galt?,"Biography, Drama, Music",tt2800038,99.0,4.4,846704,830210,5000000
1968,Born to Be Blue,"Comedy, Drama, Romance",tt2133196,97.0,6.9,151926,830129,0
1969,Premam,"Documentary, Biography, History",tt4679210,156.0,8.3,834525,825602,620000
1970,Premam,"Documentary, Biography, History",tt4679210,156.0,8.3,834525,825602,620000
1971,Bombshell: The Hedy Lamarr Story,Drama,tt6752848,88.0,7.4,1092277,820300,0
1972,Transit,"Documentary, Drama",tt1059836,88.0,5.8,982372,815290,5000000
1973,Honeyland,"Drama, Family, Fantasy",tt8991268,87.0,8.5,1144673,815082,0
1974,What If...,"Comedy, Drama, Romance",tt1468387,111.0,6.5,814906,814906,0
1975,Sleeping with Other People,"Animation, Adventure, Drama",tt3165612,101.0,6.5,3224947,814775,0
1976,Mirai,"Documentary, Biography",tt6900448,98.0,7.1,27526961,812794,0
1977,13 Assassins,"Crime, Drama, Mystery",tt1436045,141.0,7.6,18689058,802524,6000000
1978,Beast,"Drama, Music",tt1572501,83.0,5.8,1744071,800365,0
1979,Patti Cake$,"Action, Adventure, Crime",tt6288250,109.0,6.7,1482356,800148,0
1980,Operation Mekong,"Documentary, Biography, Mystery",tt6044910,124.0,6.6,173839072,800012,30200000
1981,The Tillman Story,"Comedy, Romance",tt1568334,94.0,7.8,802535,798940,0
1982,Darling Companion,"Comedy, Drama",tt1730687,103.0,5.1,1157257,793352,0
1983,Made in India,"Comedy, Crime, Drama",tt1505349,95.0,7.1,1594164,790628,0
1984,Thin Ice,"Animation, Action, Adventure",tt1512240,93.0,6.2,790421,789752,0
1985,Pokémon the Movie: The Power of Us,Documentary,tt8108230,97.0,6.5,23740788,789170,0
1986,Touch the Wall,Drama,tt2980728,101.0,7.3,12156,787325,0
1987,Nymphomaniac: Vol. I,"Action, Comedy",tt1937390,117.0,6.9,13545832,785669,0
1988,Ready,"Horror, Thriller",tt1708532,145.0,4.8,2332914,781855,5800000
